"id","transcription","year","month","day"
"oes-1","‎‏פ״נ‏‎ ‎‏ר׳ חיים בן ר׳ יעקב‏‎ ‎‏סטערן הל״ה ביו׳‏‎ ‎‏ב׳ ד׳ אדר שני שנת‏‎ ‎‏תרכ״ו לפ״ק‏‎ ‎‏תנצב״ה‏‎","","",""
"oes-2","‎‏פ״נ‏‎ ‎‏אישה היקרה‏‎ ‎‏מרת עדל‏‎ ‎‏אשת ר׳ חיים‏‎ ‎‏סטערן מכאן‏‎ ‎‏הל״ה ביו׳ ה׳ י׳‏‎ ‎‏סיון תרכ״ו לפ״ק‏‎ ‎‏תנצב״ה‏‎","","",""
"oes-3","‎‏פ״נ‏‎ ‎‏גוית אמינו טובה‏‎ ‎‏... פרעינד‏‎ ‎‏... מתה‏‎ ‎‏ביום ... אב תר״ע‏‎ ‎‏תנצב״ה‏‎","","",""
"oes-4","‎‏פה נטמן‏‎ ‎‏החבר ר׳ משה בן רבינו‏‎ ‎‏הר״ר יקותיאל‏‎ ‎‏פריינד נפטר ז׳ אלול‏‎ ‎‏ונקבר בי׳‏‎ ‎‏אלול שנת תרס״א‏‎ ‎‏לפ״ק‏‎ ‎‏תנצב״ה‏‎","","",""
